SUBMISSION_DATETIME,FORM_TYPE,VP_REGION_NAME,DF_MARKET_NAME,LOCATION_NAME,CLASS,FIELD_INTELLIGENCE_TRANSLATED,TMO_NAME,PRODUCT_CATEGORY_NAME,PMI_PRODUCT_NAME,BRAND_NAME,BRAND_NAME_FROM,BRAND_NAME_TO
2024-08-29 00:00:00,INFRA_MAINTENANCE,Latin America,Brazil,Location_G,Pricing,Competitive pricing pressure in premium segment,,Nicotine Pouches,,,,
2024-05-15 00:00:00,CONSUMER_FEEDBACK,Africa,Australia,Location_A,Competition,Strong consumer interest in new heated tobacco category,,Nicotine Pouches,HEETS,,,
2023-09-08 00:00:00,BRAND_SOURCING,North America,Brazil,Location_C,Pricing,Service training needs identified for retail staff,,Accessories,,,Brand_X,PMI_Brand_3
2023-03-31 00:00:00,CROSS_CATEGORY,Asia Pacific,Germany,Location_F,Competition,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2024-08-16 00:00:00,CONSUMER_FEEDBACK,North America,UK,Location_A,Service,Market research indicates growth opportunity,,E-Cigarettes,HEETS,,,
2024-07-25 00:00:00,CROSS_CATEGORY,Europe,UK,Location_C,Competition,Distribution challenges in remote locations,,E-Cigarettes,,,,
2023-07-16 00:00:00,BRAND_SOURCING,Asia Pacific,Japan,Location_A,Regulatory,Stock shortage observed for premium product line,,Traditional,,,Brand_B,Marlboro
2024-09-25 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,USA,Location_E,Competition,Retail partner feedback on product performance,,Heated Tobacco,Philip Morris,,,
2024-11-08 00:00:00,CROSS_CATEGORY,Asia Pacific,Canada,Location_H,Product Quality,Stock shortage observed for premium product line,,Traditional,,,,
2024-03-20 00:00:00,INFRA_MAINTENANCE,Europe,Germany,Location_B,Pricing,Market expansion opportunities identified in urban areas,,Nicotine Pouches,,,,
2024-04-03 00:00:00,BRAND_SOURCING,Latin America,Italy,Location_G,Regulatory,Distribution challenges in remote locations,,Traditional,,,Brand_B,Marlboro
2024-02-25 00:00:00,TOBACCO_CATEGORY,Latin America,UK,Location_B,Regulatory,Consumer switching behavior analysis shows retention improvement,TMO_Alpha,Nicotine Pouches,,IQOS,,
2024-06-21 00:00:00,BRAND_SOURCING,Africa,Italy,Location_E,Product Quality,Consumer switching behavior analysis shows retention improvement,,Traditional,,,Competitor_2,PMI_Brand_2
2023-06-08 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_G,Regulatory,Market expansion opportunities identified in urban areas,,Traditional,,,Competitor_2,PMI_Brand_2
2023-09-09 00:00:00,BRAND_SOURCING,Africa,Japan,Location_A,Competition,Positive brand perception following marketing campaign,,Traditional,,,Brand_Y,PMI_Brand_1
2024-01-27 00:00:00,CROSS_CATEGORY,North America,South Africa,Location_E,Product Quality,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2024-05-29 00:00:00,CONSUMER_FEEDBACK,Latin America,USA,Location_H,Product Quality,Stock shortage observed for premium product line,,Traditional,Philip Morris,,,
2023-04-28 00:00:00,CONSUMER_FEEDBACK,Africa,USA,Location_H,Pricing,Competitive pricing pressure in premium segment,,Traditional,HEETS,,,
2024-09-14 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Brazil,Location_G,Regulatory,Price sensitivity observed among younger demographics,,Nicotine Pouches,,,,
2023-10-18 00:00:00,INFRA_MAINTENANCE,Europe,Italy,Location_F,Service,Product availability issues during peak season,,Accessories,,,,
2024-02-27 00:00:00,CONSUMER_FEEDBACK,Europe,Germany,Location_F,Product Quality,Service training needs identified for retail staff,,Accessories,Marlboro,,,
2024-08-03 00:00:00,TOBACCO_CATEGORY,North America,South Africa,Location_B,Service,Service quality issues reported at retail locations,TMO_Delta,Heated Tobacco,,Brand_A,,
2023-08-29 00:00:00,INFRA_MAINTENANCE,Africa,South Africa,Location_D,Product Quality,Positive brand perception following marketing campaign,,Accessories,,,,
2023-08-19 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_H,Product Quality,Competitor promotion impacting market share,,Traditional,,,,
2023-06-10 00:00:00,CROSS_CATEGORY,Asia Pacific,Canada,Location_G,Availability,Customer reported price increase concern affecting purchase decisions,,Accessories,,,,
2024-02-29 00:00:00,TOBACCO_CATEGORY,Africa,UK,Location_A,Consumer Behavior,Positive brand perception following marketing campaign,TMO_Epsilon,Nicotine Pouches,,Brand_B,,
2023-01-19 00:00:00,INFRA_MAINTENANCE,Europe,USA,Location_B,Availability,Stock shortage observed for premium product line,,Accessories,,,,
2023-02-27 00:00:00,BRAND_SOURCING,Europe,South Africa,Location_F,Pricing,Consumer switching behavior analysis shows retention improvement,,Traditional,,,Competitor_1,PMI_Brand_1
2023-09-18 00:00:00,TOBACCO_CATEGORY,North America,Japan,Location_E,Service,Product availability issues during peak season,TMO_Gamma,Nicotine Pouches,,PMI_Brand_3,,
2023-12-16 00:00:00,INFRA_MAINTENANCE,Europe,Australia,Location_E,Competition,Market research indicates growth opportunity,,Nicotine Pouches,,,,
2023-01-06 00:00:00,BRAND_SOURCING,Asia Pacific,Italy,Location_B,Availability,Price sensitivity observed among younger demographics,,Traditional,,,Competitor_1,Marlboro
2024-11-09 00:00:00,CROSS_CATEGORY,North America,USA,Location_A,Pricing,Price sensitivity observed among younger demographics,,E-Cigarettes,,,,
2023-09-28 00:00:00,CROSS_CATEGORY,Asia Pacific,Australia,Location_A,Pricing,Market research indicates growth opportunity,,Nicotine Pouches,,,,
2024-03-29 00:00:00,TOBACCO_CATEGORY,North America,France,Location_C,Pricing,Competitive pricing pressure in premium segment,TMO_Beta,Traditional,,PMI_Brand_2,,
2023-01-04 00:00:00,BRAND_SOURCING,Africa,South Africa,Location_H,Competition,Service quality issues reported at retail locations,,E-Cigarettes,,,Competitor_1,PMI_Brand_1
2023-05-16 00:00:00,INFRA_MAINTENANCE,Latin America,UK,Location_B,Product Quality,Competitive pricing pressure in premium segment,,Traditional,,,,
2024-08-13 00:00:00,BRAND_SOURCING,Europe,USA,Location_G,Pricing,New product category showing strong adoption,,Accessories,,,Brand_X,PMI_Brand_1
2023-03-14 00:00:00,INFRA_MAINTENANCE,Africa,Brazil,Location_D,Product Quality,Consumer switching behavior analysis shows retention improvement,,Nicotine Pouches,,,,
2023-11-12 00:00:00,TOBACCO_CATEGORY,Europe,Australia,Location_H,Pricing,Stock shortage observed for premium product line,TMO_Beta,E-Cigarettes,,Brand_Y,,
2024-12-06 00:00:00,CONSUMER_FEEDBACK,Latin America,South Africa,Location_B,Pricing,Regulatory changes affecting product availability,,E-Cigarettes,Parliament,,,
2024-03-17 00:00:00,CROSS_CATEGORY,Europe,UK,Location_E,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Nicotine Pouches,,,,
2024-08-28 00:00:00,TOBACCO_CATEGORY,Asia Pacific,South Africa,Location_A,Service,Strong consumer interest in new heated tobacco category,TMO_Gamma,E-Cigarettes,,Brand_X,,
2023-05-23 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Canada,Location_G,Pricing,Price sensitivity observed among younger demographics,,Traditional,,,,
2023-07-11 00:00:00,CROSS_CATEGORY,Latin America,France,Location_A,Pricing,Positive brand perception following marketing campaign,,Heated Tobacco,,,,
2024-04-17 00:00:00,TOBACCO_CATEGORY,Latin America,Australia,Location_C,Product Quality,Positive brand perception following marketing campaign,TMO_Gamma,Nicotine Pouches,,PMI_Brand_1,,
2023-10-10 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_B,Competition,Strong consumer interest in new heated tobacco category,,Heated Tobacco,,,,
2024-04-24 00:00:00,CONSUMER_FEEDBACK,Europe,Italy,Location_B,Service,Consumer preference shift towards premium products,,Heated Tobacco,IQOS,,,
2024-03-07 00:00:00,CONSUMER_FEEDBACK,North America,Canada,Location_H,Regulatory,Price sensitivity observed among younger demographics,,Heated Tobacco,Marlboro,,,
2024-06-28 00:00:00,INFRA_MAINTENANCE,Africa,Australia,Location_C,Consumer Behavior,Service quality issues reported at retail locations,,Accessories,,,,
2024-06-21 00:00:00,INFRA_MAINTENANCE,Latin America,Italy,Location_H,Service,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2024-12-19 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Australia,Location_G,Pricing,Competitor promotion impacting market share,,Traditional,,,,
2024-01-18 00:00:00,INFRA_MAINTENANCE,North America,Canada,Location_F,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2023-01-30 00:00:00,BRAND_SOURCING,Europe,Canada,Location_D,Competition,Price sensitivity observed among younger demographics,,Traditional,,,Competitor_2,IQOS
2024-04-19 00:00:00,BRAND_SOURCING,Asia Pacific,South Africa,Location_E,Consumer Behavior,Consumer preference shift towards premium products,,E-Cigarettes,,,Competitor_2,Marlboro
2023-02-17 00:00:00,INFRA_MAINTENANCE,Africa,USA,Location_F,Service,Retail partner feedback on product performance,,Heated Tobacco,,,,
2023-08-06 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Canada,Location_H,Service,New product category showing strong adoption,,E-Cigarettes,,,,
2023-12-23 00:00:00,BRAND_SOURCING,Africa,France,Location_C,Service,Price sensitivity observed among younger demographics,,Traditional,,,Brand_Y,Marlboro
2024-10-02 00:00:00,TOBACCO_CATEGORY,Asia Pacific,South Africa,Location_H,Product Quality,Consumer switching behavior analysis shows retention improvement,TMO_Delta,Traditional,,Competitor_1,,
2023-09-06 00:00:00,CROSS_CATEGORY,Latin America,Australia,Location_D,Competition,New product category showing strong adoption,,Heated Tobacco,,,,
2023-02-07 00:00:00,INFRA_MAINTENANCE,Africa,South Africa,Location_A,Service,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2023-11-29 00:00:00,CROSS_CATEGORY,North America,Australia,Location_G,Service,Service quality issues reported at retail locations,,E-Cigarettes,,,,
2023-07-16 00:00:00,CROSS_CATEGORY,Europe,Japan,Location_B,Product Quality,New product category showing strong adoption,,E-Cigarettes,,,,
2024-07-09 00:00:00,TOBACCO_CATEGORY,Asia Pacific,France,Location_A,Service,Service quality issues reported at retail locations,TMO_Delta,Traditional,,Brand_Y,,
2023-07-21 00:00:00,BRAND_SOURCING,North America,Italy,Location_G,Product Quality,Customer reported price increase concern affecting purchase decisions,,Nicotine Pouches,,,Brand_A,PMI_Brand_1
2023-04-25 00:00:00,BRAND_SOURCING,Africa,UK,Location_C,Competition,Price sensitivity observed among younger demographics,,Heated Tobacco,,,Brand_Y,IQOS
2024-04-29 00:00:00,CROSS_CATEGORY,North America,Italy,Location_B,Regulatory,Distribution challenges in remote locations,,Accessories,,,,
2024-04-28 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_D,Product Quality,Market research indicates growth opportunity,,E-Cigarettes,,,,
2024-10-22 00:00:00,BRAND_SOURCING,Africa,France,Location_F,Regulatory,Regulatory changes affecting product availability,,Traditional,,,Competitor_2,IQOS
2024-04-21 00:00:00,BRAND_SOURCING,Latin America,France,Location_D,Service,Consumer preference shift towards premium products,,Heated Tobacco,,,Brand_X,PMI_Brand_3
2024-08-07 00:00:00,CROSS_CATEGORY,Africa,France,Location_D,Competition,Retail partner feedback on product performance,,E-Cigarettes,,,,
2023-09-15 00:00:00,TOBACCO_CATEGORY,Africa,USA,Location_H,Service,Price sensitivity observed among younger demographics,TMO_Delta,Nicotine Pouches,,PMI_Brand_1,,
2023-12-27 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_F,Pricing,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,,
2024-08-08 00:00:00,INFRA_MAINTENANCE,Africa,Japan,Location_D,Service,Distribution challenges in remote locations,,E-Cigarettes,,,,
2023-03-21 00:00:00,TOBACCO_CATEGORY,Asia Pacific,Germany,Location_F,Consumer Behavior,Consumer preference shift towards premium products,TMO_Epsilon,Traditional,,Competitor_2,,
2023-07-21 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Japan,Location_C,Competition,Stock shortage observed for premium product line,,Traditional,HEETS,,,
2024-06-03 00:00:00,INFRA_MAINTENANCE,Europe,Japan,Location_D,Regulatory,Distribution challenges in remote locations,,E-Cigarettes,,,,
2023-03-18 00:00:00,TOBACCO_CATEGORY,North America,France,Location_A,Regulatory,Competitive pricing pressure in premium segment,TMO_Delta,Heated Tobacco,,Marlboro,,
2024-01-06 00:00:00,CONSUMER_FEEDBACK,Africa,UK,Location_B,Consumer Behavior,Distribution challenges in remote locations,,E-Cigarettes,Marlboro,,,
2024-09-25 00:00:00,INFRA_MAINTENANCE,Europe,Germany,Location_A,Competition,Regulatory changes affecting product availability,,Traditional,,,,
2023-09-17 00:00:00,CROSS_CATEGORY,Asia Pacific,Brazil,Location_G,Consumer Behavior,Service training needs identified for retail staff,,Nicotine Pouches,,,,
2023-06-30 00:00:00,INFRA_MAINTENANCE,North America,Japan,Location_D,Regulatory,Positive brand perception following marketing campaign,,Nicotine Pouches,,,,
2023-04-24 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_G,Consumer Behavior,Consumer switching behavior analysis shows retention improvement,,Accessories,,,Competitor_1,PMI_Brand_1
2024-05-26 00:00:00,CROSS_CATEGORY,Asia Pacific,Canada,Location_B,Service,Service quality issues reported at retail locations,,Heated Tobacco,,,,
2023-07-06 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_H,Regulatory,Strong consumer interest in new heated tobacco category,,E-Cigarettes,,,Brand_A,PMI_Brand_1
2024-03-04 00:00:00,CROSS_CATEGORY,Asia Pacific,Germany,Location_C,Consumer Behavior,Distribution challenges in remote locations,,Traditional,,,,
2024-11-07 00:00:00,CROSS_CATEGORY,Latin America,Canada,Location_D,Consumer Behavior,Distribution challenges in remote locations,,Heated Tobacco,,,,
2024-12-07 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_A,Competition,New product category showing strong adoption,,Traditional,IQOS,,,
2024-02-28 00:00:00,INFRA_MAINTENANCE,Asia Pacific,UK,Location_A,Product Quality,Service training needs identified for retail staff,,Nicotine Pouches,,,,
2023-10-08 00:00:00,INFRA_MAINTENANCE,Latin America,Japan,Location_C,Competition,Regulatory changes affecting product availability,,Heated Tobacco,,,,
2023-07-25 00:00:00,CROSS_CATEGORY,Europe,Australia,Location_G,Availability,Competitor promotion impacting market share,,Heated Tobacco,,,,
2023-09-17 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_D,Consumer Behavior,Distribution challenges in remote locations,,Accessories,,,Competitor_1,PMI_Brand_3
2024-01-07 00:00:00,CONSUMER_FEEDBACK,North America,Canada,Location_H,Consumer Behavior,Customer reported price increase concern affecting purchase decisions,,Traditional,HEETS,,,
2023-10-15 00:00:00,TOBACCO_CATEGORY,Latin America,Canada,Location_C,Product Quality,Market expansion opportunities identified in urban areas,TMO_Epsilon,Traditional,,Brand_B,,
2024-05-25 00:00:00,BRAND_SOURCING,Africa,USA,Location_A,Availability,Market expansion opportunities identified in urban areas,,Traditional,,,Brand_A,IQOS
2024-02-07 00:00:00,INFRA_MAINTENANCE,Africa,Italy,Location_G,Consumer Behavior,Strong consumer interest in new heated tobacco category,,Accessories,,,,
2023-02-15 00:00:00,BRAND_SOURCING,Africa,Canada,Location_G,Product Quality,Price sensitivity observed among younger demographics,,Heated Tobacco,,,Brand_B,PMI_Brand_3
2024-05-17 00:00:00,CONSUMER_FEEDBACK,Latin America,Australia,Location_F,Product Quality,Competitive pricing pressure in premium segment,,Nicotine Pouches,HEETS,,,
2023-04-12 00:00:00,TOBACCO_CATEGORY,North America,Germany,Location_G,Consumer Behavior,Service quality issues reported at retail locations,TMO_Gamma,Nicotine Pouches,,Brand_Z,,
2024-09-03 00:00:00,CROSS_CATEGORY,Europe,UK,Location_G,Product Quality,Regulatory changes affecting product availability,,Accessories,,,,
2024-08-12 00:00:00,CROSS_CATEGORY,Latin America,Italy,Location_E,Regulatory,Distribution challenges in remote locations,,Heated Tobacco,,,,
2024-07-09 00:00:00,CONSUMER_FEEDBACK,Europe,Canada,Location_H,Service,Competitor promotion impacting market share,,Heated Tobacco,Parliament,,,
2023-05-26 00:00:00,INFRA_MAINTENANCE,Africa,France,Location_G,Pricing,Stock shortage observed for premium product line,,Accessories,,,,
2023-02-21 00:00:00,CONSUMER_FEEDBACK,Latin America,France,Location_H,Pricing,Positive brand perception following marketing campaign,,Accessories,Philip Morris,,,
2023-05-17 00:00:00,TOBACCO_CATEGORY,Asia Pacific,USA,Location_A,Pricing,Retail partner feedback on product performance,TMO_Epsilon,Traditional,,IQOS,,
2024-03-27 00:00:00,CONSUMER_FEEDBACK,Europe,South Africa,Location_H,Regulatory,Consumer preference shift towards premium products,,Heated Tobacco,Marlboro,,,
2023-05-30 00:00:00,INFRA_MAINTENANCE,Asia Pacific,UK,Location_E,Pricing,Market expansion opportunities identified in urban areas,,Nicotine Pouches,,,,
2023-01-12 00:00:00,BRAND_SOURCING,Latin America,Japan,Location_H,Product Quality,Positive brand perception following marketing campaign,,Traditional,,,Competitor_2,Marlboro
2024-10-01 00:00:00,TOBACCO_CATEGORY,North America,France,Location_B,Competition,Customer satisfaction high with recent product improvements,TMO_Delta,Heated Tobacco,,Marlboro,,
2023-11-26 00:00:00,TOBACCO_CATEGORY,North America,Australia,Location_A,Competition,Positive brand perception following marketing campaign,TMO_Gamma,E-Cigarettes,,PMI_Brand_1,,
2024-03-26 00:00:00,INFRA_MAINTENANCE,Africa,Australia,Location_D,Pricing,Strong consumer interest in new heated tobacco category,,Heated Tobacco,,,,
2024-08-14 00:00:00,CROSS_CATEGORY,Europe,Japan,Location_A,Consumer Behavior,Retail partner feedback on product performance,,E-Cigarettes,,,,
2023-05-07 00:00:00,BRAND_SOURCING,Asia Pacific,Canada,Location_C,Consumer Behavior,Market expansion opportunities identified in urban areas,,Heated Tobacco,,,Brand_A,Marlboro
2023-02-25 00:00:00,TOBACCO_CATEGORY,North America,Italy,Location_H,Consumer Behavior,Strong consumer interest in new heated tobacco category,TMO_Epsilon,E-Cigarettes,,PMI_Brand_1,,
2024-07-21 00:00:00,TOBACCO_CATEGORY,North America,Brazil,Location_G,Competition,New product category showing strong adoption,TMO_Gamma,E-Cigarettes,,Competitor_1,,
2024-08-09 00:00:00,CROSS_CATEGORY,Asia Pacific,USA,Location_C,Consumer Behavior,Market research indicates growth opportunity,,Nicotine Pouches,,,,
2023-02-16 00:00:00,CROSS_CATEGORY,Asia Pacific,South Africa,Location_A,Regulatory,Consumer switching behavior analysis shows retention improvement,,Accessories,,,,
2023-01-14 00:00:00,CONSUMER_FEEDBACK,Latin America,France,Location_G,Availability,Distribution challenges in remote locations,,E-Cigarettes,Philip Morris,,,
2024-09-27 00:00:00,CONSUMER_FEEDBACK,Africa,France,Location_H,Pricing,Competitive pricing pressure in premium segment,,E-Cigarettes,Marlboro,,,
2023-10-11 00:00:00,BRAND_SOURCING,Europe,UK,Location_H,Availability,Customer reported price increase concern affecting purchase decisions,,Accessories,,,Competitor_1,PMI_Brand_1
2023-01-18 00:00:00,CONSUMER_FEEDBACK,Latin America,Japan,Location_H,Service,Retail partner feedback on product performance,,Nicotine Pouches,Philip Morris,,,
2024-05-31 00:00:00,CROSS_CATEGORY,Latin America,Brazil,Location_B,Regulatory,Service quality issues reported at retail locations,,E-Cigarettes,,,,
2024-02-23 00:00:00,CROSS_CATEGORY,Latin America,Germany,Location_D,Product Quality,Service training needs identified for retail staff,,Heated Tobacco,,,,
2023-11-08 00:00:00,BRAND_SOURCING,Africa,France,Location_C,Service,Consumer switching behavior analysis shows retention improvement,,Heated Tobacco,,,Brand_A,PMI_Brand_1
2023-12-08 00:00:00,BRAND_SOURCING,Latin America,Italy,Location_B,Pricing,Retail partner feedback on product performance,,E-Cigarettes,,,Brand_B,PMI_Brand_2
2024-08-30 00:00:00,BRAND_SOURCING,Europe,Canada,Location_C,Competition,Consumer preference shift towards premium products,,Traditional,,,Brand_X,IQOS
2024-08-28 00:00:00,BRAND_SOURCING,Africa,Brazil,Location_H,Availability,Stock shortage observed for premium product line,,Accessories,,,Brand_B,PMI_Brand_1
2024-01-11 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Italy,Location_C,Regulatory,Price sensitivity observed among younger demographics,,Heated Tobacco,,,,
2023-01-28 00:00:00,CONSUMER_FEEDBACK,Africa,South Africa,Location_A,Regulatory,Product availability issues during peak season,,E-Cigarettes,Philip Morris,,,
2023-06-09 00:00:00,TOBACCO_CATEGORY,Africa,Italy,Location_F,Product Quality,Customer reported price increase concern affecting purchase decisions,TMO_Gamma,Accessories,,PMI_Brand_3,,
2024-07-13 00:00:00,CROSS_CATEGORY,Latin America,Brazil,Location_D,Service,Price sensitivity observed among younger demographics,,Accessories,,,,
2024-07-08 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Germany,Location_H,Regulatory,Market expansion opportunities identified in urban areas,,E-Cigarettes,,,,
2023-03-21 00:00:00,INFRA_MAINTENANCE,Africa,UK,Location_F,Service,Service training needs identified for retail staff,,Nicotine Pouches,,,,
2023-06-02 00:00:00,CONSUMER_FEEDBACK,Latin America,Italy,Location_B,Regulatory,Market research indicates growth opportunity,,Traditional,IQOS,,,
2024-03-22 00:00:00,CONSUMER_FEEDBACK,North America,Germany,Location_C,Competition,Positive feedback on new product launch in the region,,Accessories,IQOS,,,
2024-06-14 00:00:00,BRAND_SOURCING,Latin America,Canada,Location_D,Consumer Behavior,Competitor promotion impacting market share,,Nicotine Pouches,,,Competitor_1,Marlboro
2024-02-08 00:00:00,BRAND_SOURCING,Latin America,Brazil,Location_B,Pricing,Market expansion opportunities identified in urban areas,,Accessories,,,Brand_X,PMI_Brand_3
2023-04-23 00:00:00,CROSS_CATEGORY,North America,Australia,Location_E,Service,Product availability issues during peak season,,Accessories,,,,
2024-12-17 00:00:00,CONSUMER_FEEDBACK,Latin America,Canada,Location_A,Service,Market research indicates growth opportunity,,Accessories,Marlboro,,,
2024-08-15 00:00:00,TOBACCO_CATEGORY,Africa,Brazil,Location_D,Pricing,Service quality issues reported at retail locations,TMO_Alpha,E-Cigarettes,,Brand_A,,
2024-03-07 00:00:00,BRAND_SOURCING,Latin America,UK,Location_G,Availability,Customer satisfaction high with recent product improvements,,Traditional,,,Brand_X,PMI_Brand_2
2024-01-06 00:00:00,BRAND_SOURCING,Latin America,South Africa,Location_G,Regulatory,Customer reported price increase concern affecting purchase decisions,,Heated Tobacco,,,Competitor_2,PMI_Brand_1
2023-08-13 00:00:00,BRAND_SOURCING,North America,Japan,Location_B,Regulatory,Product availability issues during peak season,,Nicotine Pouches,,,Competitor_2,IQOS
2024-05-30 00:00:00,BRAND_SOURCING,Africa,Japan,Location_E,Pricing,Service quality issues reported at retail locations,,E-Cigarettes,,,Brand_Y,PMI_Brand_1
2024-05-30 00:00:00,CROSS_CATEGORY,Europe,Australia,Location_C,Competition,Market expansion opportunities identified in urban areas,,Nicotine Pouches,,,,
2024-08-24 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_E,Product Quality,Regulatory changes affecting product availability,,Heated Tobacco,Philip Morris,,,
2024-10-11 00:00:00,CONSUMER_FEEDBACK,North America,UK,Location_C,Consumer Behavior,Market research indicates growth opportunity,,Accessories,IQOS,,,
2024-02-07 00:00:00,BRAND_SOURCING,Latin America,France,Location_F,Availability,Strong consumer interest in new heated tobacco category,,Traditional,,,Brand_A,PMI_Brand_1
2023-01-25 00:00:00,TOBACCO_CATEGORY,Europe,USA,Location_C,Service,Positive feedback on new product launch in the region,TMO_Epsilon,Heated Tobacco,,Brand_A,,
2024-05-31 00:00:00,CONSUMER_FEEDBACK,Europe,UK,Location_F,Service,Regulatory changes affecting product availability,,Heated Tobacco,Philip Morris,,,
2023-02-03 00:00:00,TOBACCO_CATEGORY,Africa,USA,Location_E,Pricing,Retail partner feedback on product performance,TMO_Gamma,Nicotine Pouches,,PMI_Brand_2,,
2023-08-04 00:00:00,CROSS_CATEGORY,Asia Pacific,France,Location_F,Competition,Positive brand perception following marketing campaign,,Nicotine Pouches,,,,
2024-01-20 00:00:00,CROSS_CATEGORY,Latin America,Brazil,Location_F,Competition,Retail partner feedback on product performance,,Traditional,,,,
2024-09-15 00:00:00,CROSS_CATEGORY,Europe,Canada,Location_A,Pricing,Positive brand perception following marketing campaign,,Heated Tobacco,,,,
2024-10-22 00:00:00,BRAND_SOURCING,Africa,France,Location_E,Product Quality,Consumer switching behavior analysis shows retention improvement,,Nicotine Pouches,,,Brand_A,IQOS
2024-07-11 00:00:00,INFRA_MAINTENANCE,Europe,UK,Location_F,Service,Positive feedback on new product launch in the region,,Nicotine Pouches,,,,
2024-07-26 00:00:00,TOBACCO_CATEGORY,North America,USA,Location_F,Availability,Positive brand perception following marketing campaign,TMO_Gamma,Accessories,,Brand_B,,
2023-01-31 00:00:00,TOBACCO_CATEGORY,Europe,Australia,Location_C,Service,Market research indicates growth opportunity,TMO_Delta,Traditional,,IQOS,,
2024-01-27 00:00:00,INFRA_MAINTENANCE,Africa,Australia,Location_H,Service,Regulatory changes affecting product availability,,Nicotine Pouches,,,,
2024-08-17 00:00:00,TOBACCO_CATEGORY,Asia Pacific,France,Location_D,Regulatory,Positive brand perception following marketing campaign,TMO_Beta,Accessories,,Brand_Y,,
2024-05-29 00:00:00,BRAND_SOURCING,Asia Pacific,Japan,Location_E,Regulatory,Competitor promotion impacting market share,,Heated Tobacco,,,Competitor_1,PMI_Brand_1
2023-05-14 00:00:00,TOBACCO_CATEGORY,Africa,Japan,Location_F,Product Quality,Regulatory changes affecting product availability,TMO_Beta,Nicotine Pouches,,Competitor_1,,
2024-12-25 00:00:00,TOBACCO_CATEGORY,North America,Canada,Location_C,Product Quality,Consumer preference shift towards premium products,TMO_Beta,Accessories,,IQOS,,
2023-12-23 00:00:00,BRAND_SOURCING,Asia Pacific,Australia,Location_D,Service,Service quality issues reported at retail locations,,E-Cigarettes,,,Brand_B,PMI_Brand_3
2023-12-23 00:00:00,CONSUMER_FEEDBACK,Asia Pacific,Germany,Location_G,Consumer Behavior,Retail partner feedback on product performance,,Heated Tobacco,Marlboro,,,
2024-12-15 00:00:00,TOBACCO_CATEGORY,Africa,Italy,Location_B,Consumer Behavior,Price sensitivity observed among younger demographics,TMO_Epsilon,Traditional,,Brand_Z,,
2024-01-02 00:00:00,CONSUMER_FEEDBACK,Africa,France,Location_F,Availability,Product availability issues during peak season,,E-Cigarettes,Marlboro,,,
2023-07-02 00:00:00,CROSS_CATEGORY,Asia Pacific,UK,Location_H,Competition,Product availability issues during peak season,,E-Cigarettes,,,,
2024-09-12 00:00:00,CROSS_CATEGORY,Europe,Japan,Location_D,Competition,Consumer switching behavior analysis shows retention improvement,,E-Cigarettes,,,,
2024-08-19 00:00:00,CONSUMER_FEEDBACK,Europe,Italy,Location_C,Competition,Service training needs identified for retail staff,,E-Cigarettes,Philip Morris,,,
2023-03-03 00:00:00,TOBACCO_CATEGORY,North America,Brazil,Location_H,Availability,Price sensitivity observed among younger demographics,TMO_Epsilon,E-Cigarettes,,Brand_X,,
2023-09-30 00:00:00,CROSS_CATEGORY,Africa,South Africa,Location_G,Product Quality,Positive brand perception following marketing campaign,,E-Cigarettes,,,,
2024-02-21 00:00:00,INFRA_MAINTENANCE,Asia Pacific,Brazil,Location_C,Service,Stock shortage observed for premium product line,,Heated Tobacco,,,,
2023-03-08 00:00:00,BRAND_SOURCING,Latin America,South Africa,Location_H,Availability,Customer reported price increase concern affecting purchase decisions,,E-Cigarettes,,,Brand_Y,PMI_Brand_2
2024-11-30 00:00:00,CROSS_CATEGORY,Latin America,USA,Location_E,Competition,Stock shortage observed for premium product line,,Accessories,,,,
2024-04-17 00:00:00,TOBACCO_CATEGORY,Europe,UK,Location_B,Regulatory,Consumer switching behavior analysis shows retention improvement,TMO_Beta,E-Cigarettes,,PMI_Brand_3,,
